0.26767342123727805,65,126,114,151.3512978555833
0.4324315229681549,54,118,106,196.95697595447322
0.6132226175113474,45,111,97,228.1696224642381
0.21337671158654828,70,129,117,130.77900140287065
0.3319251595736624,60,123,111,171.74186113571787
0.31953446975649136,61,124,111,168.04604384040707
0.7508770701029669,40,106,92,244.29164142875177
0.23063047208802645,68,128,116,137.69112303400968
0.47994829875469297,51,116,103,206.56014972921352
0.5043919216105951,50,115,102,211.12098354051005
0.5351330724339952,48,114,101,216.5172367000724
0.32804166681464336,60,123,111,170.59051359654325
0.4832090904711962,51,116,103,207.20927805669848
0.8732485278109159,36,101,87,254.4285511303654
0.5972075094846072,46,111,98,225.99703603410418
0.5966112088465494,46,112,98,225.90804717676073
0.7782560909631269,39,105,91,246.8959042283443
0.6975594101438636,42,108,94,238.69228962309143
0.5999282569783442,45,111,98,226.40948002284003
0.502991005323338,50,115,102,210.8578792132579
0.025,95,140,129,21.345371562668518
0.9,36,101,86,256.3016370107233
0.025,95,140,129,21.345371562668518
